Maintain operational records or records systems.,10,0
Maintain operational records.,10,0
Maintain professional social services knowledge.,10,0
Maintain public order or security.,10,0
Maintain recording or broadcasting equipment.,10,0
Manage preparation of special meals or diets.,10,0
Manage organizational security activities.,10,0
Maintain regulatory or compliance documentation.,10,0
Maintain repair or maintenance records.,10,0
Maintain security.,10,0
Manage operations of artistic or entertainment departments or organizations.,10,0
Maintain supply or equipment inventories.,10,0
Maintain surveillance of individuals or establishments.,10,0
Maintain sustainable energy production equipment.,10,0
Maintain test equipment.,10,0
Maintain the order of legal documents.,10,0
Manage information technology projects or system activities.,10,0
Manage human resources activities.,10,0
Manage guest services.,10,0
"Make travel, accommodations, or entertainment arrangements for others.",10,0
Manage agricultural or forestry operations.,10,0
Manage financial activities of the organization.,10,0
Manage budgets for personal services operations.,10,0
Manage construction activities.,10,0
Maintain medical equipment or instruments.,10,0
Measure clients to ensure proper product fit.,10,0
Maintain laboratory or technical equipment.,10,0
Maintain current knowledge related to work activities.,10,0
Mix substances or compounds needed for work activities.,10,0
Mix ingredients.,10,0
Mix ingredients to create specific finishes.,10,0
Merchandise healthcare products or services.,10,0
Lubricate production equipment.,10,0
Meet with individuals involved in legal processes to provide information and clarify issues.,10,0
Mediate disputes.,10,0
Maintain client information or service records.,10,0
Measure work site dimensions.,10,0
Maintain computer hardware.,10,0
Measure the level or depth of water or other liquids.,10,0
Maintain construction tools or equipment.,10,0
Measure stock or liquid levels in sustainable fuel production systems.,10,0
Maintain data in information systems or databases.,10,0
Maintain knowledge of laws or regulations.,10,0
Maintain electromechanical equipment.,10,0
Measure physical or chemical properties of materials or objects.,10,0
Maintain equipment or systems to ensure proper functioning.,10,0
Maintain extraction or excavation equipment.,10,0
"Measure materials to mark reference points, cutting lines, or other indicators.",10,0
Maintain fire fighting tools or equipment.,10,0
"Maintain food, beverage, or equipment inventories.",10,0
Measure materials or objects for installation or assembly.,10,0
Measure ingredients.,10,0
Maintain inventory of medical supplies or equipment.,10,0
Maintain inventory records.,10,0
Maintain knowledge of business operations.,10,0
Measure equipment outputs.,10,0
Monitor medical facility activities to ensure adherence to standards or regulations.,10,0
Install gauges or controls.,10,0
Install fencing or other barriers.,10,0
Install equipment to protect or support trees.,10,0
Gather information for news stories.,10,0
Gather information in order to provide services to clients.,10,0
Gather medical information from patient histories.,10,0
Gather organizational performance information.,10,0
Operate heating or drying equipment.,10,0
Give medications or immunizations.,10,0
"Greet customers, patrons, or visitors.",10,0
Operate grounds maintenance equipment.,10,0
Operate grinding equipment.,10,0
Operate green energy production equipment.,10,0
Guide class discussions.,10,0
Handle luggage or other possessions for patrons.,10,0
Harvest agricultural products.,10,0
Operate equipment to print images or bind printed images together.,10,0
Help clients get needed services or resources.,10,0
Operate equipment or vehicles to clear construction sites or move materials.,10,0
Operate drilling equipment.,10,0
Operate digital imaging equipment.,10,0
Operate detonation equipment.,10,0
Identify information technology project resource requirements.,10,0
Operate conveyors or other industrial material moving equipment.,10,0
Identify new applications for existing technologies.,10,0
Identify opportunities for green initiatives.,10,0
"Operate control consoles for sound, lighting or video.",10,0
Operate computer systems.,10,0
"Operate communications, transmissions, or broadcasting equipment.",10,0
Operate chemical processing or water treatment systems or equipment.,10,0
Immunize patients.,10,0
Implement advanced life support techniques.,10,0
Gather information about work conditions or locations.,10,0
Gather financial records.,10,0
Operate heavy-duty construction or installation equipment.,10,0
Operate precision equipment to control microscopic or nanoscopic processes.,10,0
Order construction or extraction materials or equipment.,10,0
Examine crime scenes to obtain evidence.,10,0
Operate woodworking equipment.,10,0
Examine documents to verify adherence to requirements.,10,0
Operate vehicles or material-moving equipment.,10,0
Examine financial records.,10,0
Operate surveillance equipment to detect suspicious or illegal activities.,10,0
Examine patients to assess general physical condition.,10,0
Operate road-surfacing equipment.,10,0
Examine records or other types of data to investigate criminal activities.,10,0
Operate pumps or compressors.,10,0
"Explain engineering drawings, specifications, or other technical information.",10,0
Explain financial information to customers.,10,0
Explain project details to the general public.,10,0
"Forecast economic, political, or social trends.",10,0
Operate photographic developing or print production equipment.,10,0
Explain technical product or service information to customers.,10,0
Explain use of products or services.,10,0
Operate packing or other material processing equipment.,10,0
Fabricate medical devices.,10,0
Operate on patients to treat conditions.,10,0
Operate office equipment.,10,0
Feed materials or products into or through equipment.,10,0
File documents or records.,10,0
"Fill cracks, imperfections, or holes in products or workpieces.",10,0
Operate medical equipment.,10,0
Operate laboratory equipment to analyze medical samples.,10,0
Operate irrigation systems.,10,0
Implement financial decisions.,10,0
Operate audio recording equipment.,10,0
Obtain property information.,10,0
Inspect systems to determine if they are operating properly.,10,0
Monitor work areas or procedures to ensure compliance with safety procedures.,10,0
Inspect lumber or raw woodstock.,10,0
Inspect materials or equipment to determine need for repair or replacement.,10,0
Monitor vehicle movement or location.,10,0
Monitor the productivity or efficiency of industrial operations.,10,0
Inspect operational processes.,10,0
Inspect operations of green energy facilities.,10,0
Monitor student performance.,10,0
"Monitor student behavior, social development, or health.",10,0
Inspect safety equipment to ensure proper functioning.,10,0
Inspect sets or exhibits.,10,0
Monitor resources.,10,0
Monitor performance of organizational members or partners.,10,0
Inspect telecommunications equipment to identify problems.,10,0
Inspect items for damage or defects.,10,0
Monitor patron activities to identify problems or potential problems.,10,0
Monitor patients to detect health problems.,10,0
Monitor patients following surgeries or other treatments.,10,0
Inspect work environments to ensure safety.,10,0
Inspect work sites to determine condition or necessary repairs.,10,0
Inspect work sites to identify potential environmental or safety hazards.,10,0
Inspect work to ensure standards are met.,10,0
Install carpet or flooring.,10,0
Monitor operational procedures in technical environments to ensure conformance to standards.,10,0
Install doors or windows.,10,0
Monitor operational activities to ensure compliance with regulations or standard operating procedures.,10,0
"Install energy-efficient heating, ventilation, or air conditioning (HVAC) equipment.",10,0
Install equipment attachments or components.,10,0
Monitor work areas to provide security.,10,0
Monitor work environment to ensure safety or adherence to specifications.,10,0
Implement therapeutic programs to improve patient functioning.,10,0
Inspect equipment or tools to be used in construction or excavation.,10,0
Incorporate green features into the design of structures or facilities.,10,0
Obtain information about goods or services.,10,0
Obtain documentation to authorize activities.,10,0
Observe equipment in operation to detect potential problems.,10,0
Notify others of equipment repair or maintenance needs.,10,0
Inspect aircraft or aircraft components.,10,0
Inspect areas for compliance with sanitation standards.,10,0
Inspect cargo areas for cleanliness or condition.,10,0
Inspect cargo to ensure it is properly loaded or secured.,10,0
Inspect communications or broadcasting equipment.,10,0
Negotiate prices or other sales terms.,10,0
Negotiate labor disputes.,10,0
Inspect condition or functioning of facilities or equipment.,10,0
Negotiate agreements to resolve disputes.,10,0
Inspect industrial or commercial equipment to ensure proper operation.,10,0
Inspect equipment to ensure safety or proper functioning.,10,0
"Move materials, equipment, or supplies.",10,0
Move furniture.,10,0
Inspect facilities to ensure compliance with fire regulations.,10,0
"Move equipment, supplies or food to required locations.",10,0
Move construction or extraction materials to locations where they are needed.,10,0
"Inspect facilities, equipment or supplies to ensure conformance to standards.",10,0
Inspect facilities.,10,0
Inspect finished products to locate flaws.,10,0
Mount attachments or tools onto production equipment.,10,0
Inspect food products.,10,0
"Inspect garments for defects, damage, or stains.",10,0
Inspect gas systems or components to identify leaks or other potential hazards.,10,0
Cut metal components for installation.,10,0
Develop data analysis or data management procedures.,10,0
Sort recyclable materials.,10,0
Assist patients with daily activities.,10,0
Assist chefs or caterers with food or drink preparation.,10,0
Take product orders from customers.,10,0
Assist customers to ensure comfort or safety.,10,0
Survey land or properties.,10,0
Assist engineers or scientists with research.,10,0
Assist healthcare practitioners during examinations or treatments.,10,0
Survey land or bodies of water to measure or determine features.,10,0
Assist individuals with paperwork.,10,0
Assist individuals with special needs.,10,0
Supervise workers providing client or patient services.,10,0
Supervise trainees.,10,0
Supervise student research or internship work.,10,0
Assist passengers during vehicle boarding.,10,0
Assist patients with hygiene or daily living activities.,10,0
Build production molds.,10,0
Supervise service workers.,10,0
Assist students with special educational needs.,10,0
Attach equipment extensions or accessories.,10,0
Attach rigging to objects so they can be moved.,10,0
Supervise employees.,10,0
Audition or interview potential performers or staff members.,10,0
Study product information to acquire professional knowledge.,10,0
Study details of musical compositions.,10,0
Store supplies or goods in kitchens or storage areas.,10,0
Block physical access to restricted areas.,10,0
Braze metal parts or components.,10,0
Store items.,10,0
Build construction forms or molds.,10,0
Assign class work to students.,10,0
Teach health or hygiene practices.,10,0
Assess risks to business operations.,10,0
Teach life skills or strategies to clients or their families.,10,0
"Arrange artwork, products, or props.",10,0
Arrange collective bargaining agreements.,10,0
Arrange delivery of goods or services.,10,0
Arrange facility schedules.,10,0
Test patient heart or lung functioning.,10,0
Arrange items for use or display.,10,0
Arrange maintenance activities.,10,0
Test mechanical systems to ensure proper functioning.,10,0
Test electrical equipment or systems to ensure proper functioning.,10,0
Assemble electromechanical or hydraulic systems.,10,0
Test computer system operations to ensure proper functioning.,10,0
Test computer hardware performance.,10,0
"Assemble machine tools, parts, or fixtures.",10,0
Test communications equipment to ensure proper functioning.,10,0
Assemble metal or plastic parts or products.,10,0
Assemble metal structures.,10,0
Test chemical or physical characteristics of materials or products.,10,0
Test characteristics of materials or structures.,10,0
Assemble structural components.,10,0
Test biological specimens to gather information about patient conditions.,10,0
Assess database performance.,10,0
Assess educational needs of students.,10,0
Assess equipment functioning.,10,0
Teach medical procedures or medical equipment use to patients.,10,0
Assess individual or community needs for educational or social services.,10,0
"Assess patient work, living, or social environments.",10,0
Assess physical conditions of patients to aid in diagnosis or treatment.,10,0
"Build models, patterns, or templates.",10,0
"Calculate dimensions of workpieces, products, or equipment.",10,0
Apprehend criminal suspects.,10,0
Set up classroom materials or equipment.,10,0
Shape clay or dough to create products.,10,0
Clean surfaces in preparation for work activities.,10,0
Sew clothing or other articles.,10,0
Clean tools or equipment.,10,0
Clean vehicles or vehicle components.,10,0
Clean vessels or marine equipment.,10,0
Clean work areas.,10,0
Clean workpieces or finished products.,10,0
Clear equipment jams.,10,0
Climb equipment or structures to access work areas.,10,0
Coach others.,10,0
Set up laboratory or field equipment.,10,0
Collaborate on research activities with scientists or technical specialists.,10,0
"Set equipment guides, stops, spacers, or other fixtures.",10,0
Calculate financial data.,10,0
Set equipment controls to meet cutting specifications.,10,0
Service green vehicles to make repairs or maintain good working order.,10,0
Collaborate with other professionals to develop education or assistance programs.,10,0
Collaborate with other teaching professionals to develop educational programs.,10,0
Collaborate with others in marketing activities.,10,0
Collaborate with others to determine technical details of productions.,10,0
Collaborate with others to develop or refine designs.,10,0
Collaborate with others to prepare or perform artistic productions.,10,0
Sell products or services.,10,0
Collaborate with outside groups to develop programs or projects.,10,0
"Select tools, equipment, or technologies for use in operations or projects.",10,0
Collect archival data.,10,0
Collect biological specimens from patients.,10,0
Clean patient rooms or patient treatment rooms.,10,0
Shape metal workpieces with hammers or other small hand tools.,10,0
Clean medical equipment.,10,0
Share sales-related or market information with colleagues.,10,0
Calculate geographic positions from survey data.,10,0
Calculate numerical data for medical activities.,10,0
"Spread sand, dirt or other loose materials onto surfaces.",10,0
"Calculate specific material, equipment, or labor requirements for production.",10,0
Spread concrete or other aggregate mixtures.,10,0
"Calculate weights, volumes or other characteristics of materials.",10,0
Calibrate equipment to specifications.,10,0
Capture or kill animals.,10,0
Sort materials or products.,10,0
Care for patients with mental illnesses.,10,0
Care for plants or animals.,10,0
Care for women during pregnancy and childbirth.,10,0
"Sort materials or products for processing, storing, shipping, or grading.",10,0
Sort mail.,10,0
Check quality of diagnostic images.,10,0
Check quality of foods or supplies.,10,0
Smooth surfaces with abrasive materials or tools.,10,0
Classify organisms based on their characteristics or behavior.,10,0
Clean building walls or flooring.,10,0
Clean equipment or facilities.,10,0
"Smooth garments with irons, presses, or steamers.",10,0
Skim impurities from molten metal.,10,0
Clean facilities or sites.,10,0
"Clean food preparation areas, facilities, or equipment.",10,0
Signal others to coordinate vehicle movement.,10,0
Clean furniture or fixtures.,10,0
Sharpen cutting or grinding tools.,10,0
Approve expenditures.,10,0
Test performance of aircraft equipment.,10,0
Collect data about customer needs.,10,0
Use databases to locate investigation details or other information.,10,0
Verify mathematical calculations.,10,0
Advise clients or community groups on health issues.,10,0
Verify information or specifications.,10,0
Advise customers on technical or procedural issues.,10,0
Advise medical personnel regarding healthcare issues.,10,0
Advise others about environmental management or conservation.,10,0
Advise others about land management or conservation.,10,0
Advise others on analytical techniques.,10,0
Verify alignment of structures or equipment.,10,0
Verify accuracy of records.,10,0
Verify accuracy of patient information.,10,0
Verify accuracy of financial or transactional data.,10,0
Advise others on green energy or related technologies.,10,0
Advise others on logistics topics.,10,0
Tutor students who need extra assistance.,10,0
Advise others on management of emergencies or hazardous situations or materials.,10,0
Advise others on social or educational issues.,10,0
Advise others on the development or use of new technologies.,10,0
Advise others regarding green practices or environmental concerns.,10,0
Advise patients on healthcare system processes.,10,0
Update job related knowledge or skills.,10,0
Advise real estate clients.,10,0
Advise students on academic or career matters.,10,0
Align equipment or machinery.,10,0
Align masonry materials.,10,0
Allocate physical resources within organizations.,10,0
Type documents.,10,0
Analyze biological samples.,10,0
Administer therapy treatments to patients using hands or physical treatment aids.,10,0
Verify shipping documentation.,10,0
Administer standardized physical or psychological tests.,10,0
Administer personnel recruitment or hiring activities.,10,0
Write reports or evaluations.,10,0
Add garnishes to food.,10,0
Write operational reports.,10,0
Adjust equipment controls to regulate coolant flow.,10,0
Adjust equipment controls to regulate flow of production materials or products.,10,0
Write material for artistic or entertainment purposes.,10,0
Adjust equipment controls to regulate gas flow.,10,0
Write grant proposals.,10,0
Adjust flow of electricity to tools or production equipment.,10,0
Adjust office equipment to ensure proper operation.,10,0
Adjust position of molds during processing.,10,0
Adjust positions of patients on beds or tables.,10,0
Adjust prostheses or other assistive devices.,10,0
Adjust routes or speeds as necessary.,10,0
"Write articles, books or other original materials in area of expertise.",10,0
Weld metal components.,10,0
Weigh parcels to determine shipping costs.,10,0
Administer anesthetics or sedatives to control pain.,10,0
Administer basic health care or medical treatments.,10,0
Administer blood or other fluids intravenously.,10,0
Administer cancer treatments.,10,0
Administer compensation or benefits programs.,10,0
Weigh finished products.,10,0
Administer first aid.,10,0
Warn individuals about rule violations or safety concerns.,10,0
Administer medical substances for imaging or other procedures.,10,0
Administer non-intravenous medications.,10,0
Analyze budgetary or accounting data.,10,0
Analyze chemical compounds or substances.,10,0
Appraise environmental impact of regulations or policies.,10,0
Train others on performance techniques.,10,0
Analyze risks related to investments in green technology.,10,0
Analyze risks to minimize losses or damages.,10,0
Train personnel to enhance job skills.,10,0
Train personnel on managerial topics.,10,0
Analyze test or validation data.,10,0
Analyze test results.,10,0
Analyze website or related online data to track trends or usage.,10,0
Answer customer questions about goods or services.,10,0
Answer telephones to direct calls or provide information.,10,0
Apply adhesives to construction materials.,10,0
Train personnel in technical or scientific procedures.,10,0
Train personnel in organizational or compliance procedures.,10,0
"Apply cleansing or conditioning agents to client hair, scalp, or skin.",10,0
Apply decorative or textured finishes or coverings.,10,0
Analyze consumer trends.,10,0
Train food preparation or food service personnel.,10,0
Apply information technology to solve business or other applied problems.,10,0
Apply knowledge or research findings to address environmental problems.,10,0
Train employees in proper work procedures.,10,0
Apply material to fill gaps in surfaces.,10,0
Apply mathematical models of financial or business conditions.,10,0
Train animals.,10,0
Testify at legal or legislative proceedings.,10,0
Apply parting agents or other solutions to molds.,10,0
"Test performance of electrical, electronic, mechanical, or integrated systems or equipment.",10,0
Apply solutions to hair for therapeutic or cosmetic purposes.,10,0
Apply solutions to production equipment.,10,0
Apply water or solutions to fabrics or apparel.,10,0
Analyze quantitative data to determine effectiveness of treatments or therapies.,10,0
Train service staff.,10,0
Train staff members in social services skills.,10,0
Analyze patient data to determine patient needs or treatment goals.,10,0
Troubleshoot issues with computer applications or systems.,10,0
Troubleshoot equipment or systems operation problems.,10,0
Trim trees or other vegetation.,10,0
Analyze data to determine project feasibility.,10,0
Analyze data to inform personnel decisions.,10,0
Treat patients using alternative medical procedures.,10,0
Analyze design requirements for computer or electronics systems.,10,0
Analyze energy usage data.,10,0
"Treat nails by shaping, decorating, or augmenting.",10,0
Analyze environmental regulations to ensure organizational compliance.,10,0
Analyze financial information.,10,0
Treat greenery or surfaces with protective substances.,10,0
"Treat acute illnesses, infections, or injuries.",10,0
Analyze geological samples.,10,0
Analyze green technology design requirements.,10,0
Transport clients to appointments.,10,0
Transport biological or other medical materials.,10,0
Analyze industry trends.,10,0
"Transport animals, crops, or equipment.",10,0
"Analyze jobs using observation, survey, or interview techniques.",10,0
Analyze laboratory specimens to detect abnormalities or other problems.,10,0
Transcribe spoken or written information.,10,0
Train transportation or material moving personnel.,10,0
Analyze market research data.,10,0
Analyze medical data to determine cause of death.,10,0
Train staff members.,10,0
Analyze operational or research data.,10,0
"Select staff, team members, or performers.",10,0
Manage documentation to ensure organization or accuracy.,10,0
Coordinate musical rehearsals or performances.,10,0
Repair textiles or apparel.,10,0
Counsel clients regarding interpersonal issues.,10,0
Review production information to determine costume or makeup requirements.,10,0
Compile geographic or related data.,10,0
Repair tires.,10,0
Compile operational data.,10,0
Confer with other personnel to resolve design or operational problems.,10,0
Counsel clients regarding educational or vocational issues.,10,0
Review license or permit applications.,10,0
Review laws or regulations to maintain professional knowledge.,10,0
"Review environmental permits, plans, or reports.",10,0
Counsel clients or patients with substance abuse issues.,10,0
Coordinate activities of production personnel.,10,0
Counsel clients or patients regarding personal issues.,10,0
Repair medical or dental assistive devices.,10,0
Repair pipes to stop leaking.,10,0
Resolve computer software problems.,10,0
Counsel family members of clients or patients.,10,0
Count finished products or workpieces.,10,0
Convert data among multiple digital or analog formats.,10,0
Repair medical facility equipment.,10,0
Confer with coworkers to coordinate work activities.,10,0
Research human performance or health factors related to engineering or design activities.,10,0
Replace vehicle glass.,10,0
Schedule appointments with prospective customers.,10,0
Schedule agricultural or forestry work.,10,0
Research hydrologic features or processes.,10,0
Compact materials to create level bases.,10,0
Repair electrical circuits or wiring.,10,0
"Repair worn, damaged, or defective mechanical parts.",10,0
Route mail to correct destinations.,10,0
Conduct surveys in organizations.,10,0
Communicate with the public on environmental issues.,10,0
Create advanced digital images of patients using computer imaging systems.,10,0
Resolve customer complaints or problems.,10,0
Coordinate artistic activities.,10,0
Schedule appointments.,10,0
Coordinate reporting or editing activities.,10,0
Conduct financial or regulatory audits.,10,0
Coordinate timing of food production activities.,10,0
Coordinate enforcement of laws or regulations.,10,0
Repair production equipment or tools.,10,0
Coordinate student extracurricular activities.,10,0
Repair furniture or upholstery.,10,0
Conduct health or safety training programs.,10,0
Coordinate software or hardware installation.,10,0
Coordinate forestry or agricultural activities.,10,0
Coordinate shipping activities with external parties.,10,0
Respond to emergencies to provide assistance.,10,0
Coordinate legal schedules or activities.,10,0
Conduct market research.,10,0
Conduct opinion surveys or needs assessments.,10,0
Repair green energy equipment or systems.,10,0
Repair structural components.,10,0
Conduct research on social issues.,10,0
Coordinate training activities.,10,0
Coordinate resource procurement activities.,10,0
Counsel clients on mental health or personal achievement.,10,0
Research issues related to the environment or sustainable business practices.,10,0
Coordinate athletic or sporting events or activities.,10,0
"Repair templates, patterns, or molds.",10,0
Review blueprints or other instructions to determine operational methods or sequences.,10,0
Conduct research to increase knowledge about medical issues.,10,0
Conduct eligibility or selection interviews.,10,0
Review accuracy of sales or other transactions.,10,0
Repair electrical equipment.,10,0
Confer with family members to discuss client treatment plans or progress.,10,0
Coordinate construction project activities.,10,0
Report news to the public.,10,0
Coordinate cross-disciplinary research programs.,10,0
Coordinate with external parties to exchange information.,10,0
Remove snow.,10,0
Create electrical schematics.,10,0
Research geological features or processes.,10,0
Remove debris or vegetation from work sites.,10,0
Create technology-based learning materials.,10,0
Collect information about clients.,10,0
Create schematic drawings for electronics.,10,0
Select materials or props.,10,0
"Remove dents from equipment, materials, tools or structures.",10,0
Confer with clients to exchange information.,10,0
Conduct test runs of production equipment.,10,0
Create new recipes or food presentations.,10,0
"Create musical compositions, arrangements or scores.",10,0
Report maintenance or equipment problems to appropriate personnel.,10,0
Collect payments for goods or services.,10,0
Remove excess materials from finished construction projects.,10,0
Research crop management methods.,10,0
Secure cargo.,10,0
Collect samples of materials or products for testing.,10,0
Connect hoses to equipment or piping.,10,0
Coordinate operational activities with external stakeholders.,10,0
Remove skin or other body parts from animals.,10,0
"Cultivate lawns, turf, or gardens.",10,0
Select project materials.,10,0
Refinish wood or metal surfaces.,10,0
Collect dirty dishes or other tableware.,10,0
Collect environmental data or samples.,10,0
Select production input materials.,10,0
Collect fares or payment from customers.,10,0
Represent the interests of clients in legal proceedings.,10,0
Research sustainable agricultural processes or practices.,10,0
Request emergency personnel.,10,0
"Cut carpet, vinyl or other flexible materials.",10,0
Customize financial products or services to meet customer needs.,10,0
Rescue people from hazardous situations.,10,0
Remove debris from work sites.,10,0
Consult with others regarding safe or healthy equipment or facilities.,10,0
Remove debris or damaged materials.,10,0
Search information sources to find specific data.,10,0
Connect electrical components or equipment.,10,0
Communicate detailed medical information to patients or family members.,10,0
Create graphical representations of industrial production systems.,10,0
Remove parts or components from vehicles.,10,0
Create graphical representations of structures or landscapes.,10,0
"Communicate technical information to suppliers, contractors, or regulatory agencies.",10,0
Research design or application of green technologies.,10,0
Create graphical representations of mechanical equipment.,10,0
Coordinate personnel recruitment activities.,10,0
Communicate test or assessment results to medical professionals.,10,0
Communicate situation details to appropriate personnel.,10,0
Create graphical representations of energy production systems.,10,0
"Research energy production, use, or conservation.",10,0
Research engineering aspects of biological or chemical processes.,10,0
Schedule instructional activities.,10,0
Communicate with coworkers to coordinate installations or repairs.,10,0
Research environmental impact of industrial or development activities.,10,0
Repair parts or assemblies.,10,0
Resolve issues affecting transportation operations.,10,0
Create images or other visual displays.,10,0
Contract real estate to clients.,10,0
Confer with court staff to clarify information.,10,0
Create maps.,10,0
Communicate dining or order details to kitchen personnel.,10,0
"Search files, databases or reference materials to obtain needed information.",10,0
Seal gaps or cracks to prevent leakage or moisture intrusion.,10,0
"Schedule repair, installation or maintenance activities.",10,0
Communicate organizational policies and procedures.,10,0
Report information to managers or other personnel.,10,0
Research social issues.,10,0
Coordinate logistics or other business operations.,10,0
Connect cables or electrical lines.,10,0
Communicate results of environmental research.,10,0
Plan implementation or promotion of recycling programs.,0,10
Locate animals for fishing or hunting purposes.,0,10
Plan trapping or hunting activities.,0,10
Navigate water vessels.,0,10
"Provide security escorts for officials, jury members, or other individuals.",0,10
Analyze traffic data.,0,10
Embalm corpses.,0,10
Supervise inmate activities.,0,10
Count prison inmates or personnel.,0,10
Direct courtroom activities or procedures.,0,10
Protect wildlife or natural areas.,0,10
